WAP_001,WAP_002,WAP_003,WAP_004,WAP_007,WAP_008,WAP_017,WAP_018,WAP_021,WAP_022,WAP_023,WAP_024,WAP_026,WAP_029,WAP_034,WAP_035,WAP_036,WAP_037,WAP_045,WAP_048,WAP_054,WAP_057,WAP_058,WAP_059,WAP_060,WAP_061,WAP_095,WAP_097,WAP_098,WAP_100,WAP_104,WAP_106,WAP_107,WAP_108,WAP_110,WAP_111,WAP_112,WAP_115,WAP_116,WAP_117,WAP_118,WAP_119,WAP_120,WAP_121,WAP_122,WAP_123,WAP_124,WAP_125,WAP_126,WAP_127,GRP
-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-77,-74,-100,-58,-63,-58,-86,-100,-100,-81,-100,-100,-100,-100,-83,-83,-86,-87,-100,-74,-100,-100,-91,0
-100,-100,-86,-89,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-89,-91,-100,-100,-100,-100,-100,-76,-71,-100,-56,-56,-57,-83,-100,-100,-81,-100,-100,-100,-100,-83,-83,-88,-86,-100,-70,-100,-100,-91,0
-100,-100,-86,-89,-100,-100,-100,-100,-87,-87,-100,-100,-86,-100,-100,-100,-100,-100,-92,-100,-90,-90,-83,-100,-82,-100,-100,-72,-72,-100,-59,-63,-58,-90,-100,-100,-84,-100,-100,-100,-100,-83,-83,-88,-86,-100,-70,-69,-100,-91,0
-100,-100,-86,-89,-100,-100,-100,-100,-87,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-90,-90,-83,-100,-82,-100,-100,-71,-71,-100,-58,-59,-58,-87,-100,-100,-86,-100,-100,-100,-100,-83,-83,-87,-87,-100,-74,-69,-90,-91,0
-100,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-90,-90,-82,-100,-82,-100,-100,-80,-71,-100,-56,-60,-58,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-87,-87,-100,-68,-69,-90,-100,0
-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-90,-82,-100,-82,-100,-100,-78,-68,-100,-51,-54,-55,-90,-100,-100,-86,-100,-100,-100,-100,-100,-100,-87,-87,-100,-71,-72,-90,-100,0
-100,-100,-86,-86,-100,-100,-100,-100,-81,-81,-100,-100,-86,-100,-100,-100,-100,-100,-86,-100,-86,-90,-79,-79,-79,-79,-100,-72,-69,-100,-51,-55,-55,-90,-100,-100,-86,-100,-100,-100,-100,-100,-100,-87,-87,-100,-70,-69,-90,-100,0
-100,-100,-85,-85,-100,-100,-100,-100,-81,-81,-100,-100,-86,-100,-100,-100,-100,-100,-86,-100,-86,-90,-79,-79,-79,-79,-100,-77,-69,-100,-48,-49,-50,-90,-100,-100,-86,-100,-100,-100,-100,-100,-100,-88,-87,-100,-68,-69,-100,-100,0
-100,-100,-83,-83,-100,-100,-100,-100,-85,-82,-100,-100,-86,-100,-100,-100,-100,-100,-86,-100,-86,-90,-79,-79,-84,-83,-100,-66,-71,-100,-50,-50,-52,-90,-100,-100,-86,-100,-100,-100,-100,-100,-100,-88,-87,-100,-66,-69,-100,-100,3
-100,-100,-83,-83,-100,-100,-100,-100,-82,-81,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-78,-66,-100,-47,-47,-48,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,3
-100,-100,-83,-83,-100,-100,-92,-100,-82,-81,-100,-100,-91,-100,-100,-100,-100,-100,-100,-91,-88,-89,-100,-100,-84,-83,-100,-67,-67,-100,-45,-52,-48,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-68,-100,-100,3
-100,-100,-84,-85,-100,-100,-92,-100,-84,-81,-100,-100,-91,-100,-100,-100,-100,-100,-100,-91,-86,-86,-75,-75,-76,-77,-100,-71,-63,-100,-41,-54,-55,-92,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-68,-100,-100,3
-100,-100,-84,-85,-100,-100,-92,-100,-84,-84,-100,-100,-91,-100,-100,-100,-100,-100,-100,-91,-89,-85,-77,-76,-76,-77,-100,-71,-61,-100,-42,-78,-80,-92,-100,-100,-82,-100,-100,-100,-100,-100,-100,-90,-89,-100,-63,-68,-100,-100,3
-100,-100,-87,-85,-100,-100,-92,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-81,-81,-73,-73,-73,-73,-100,-67,-53,-100,-43,-53,-54,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-61,-65,-100,-100,3
-100,-100,-87,-85,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-73,-73,-73,-73,-100,-59,-51,-100,-38,-42,-46,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-62,-65,-100,-100,3
-100,-100,-83,-81,-83,-81,-100,-100,-74,-74,-100,-100,-100,-89,-80,-80,-100,-100,-100,-100,-73,-81,-69,-65,-65,-65,-100,-59,-55,-100,-35,-38,-38,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-59,-65,-100,-100,3
-86,-86,-78,-79,-83,-83,-80,-100,-73,-73,-100,-100,-100,-100,-76,-76,-76,-75,-75,-74,-64,-65,-56,-52,-52,-52,-100,-64,-66,-100,-42,-41,-42,-85,-100,-100,-71,-100,-100,-100,-92,-83,-83,-100,-83,-100,-58,-56,-100,-100,3
-72,-71,-67,-67,-73,-76,-71,-100,-67,-66,-76,-68,-100,-100,-68,-68,-65,-65,-71,-79,-72,-73,-65,-66,-66,-67,-100,-54,-63,-100,-41,-35,-35,-82,-100,-100,-73,-100,-100,-85,-100,-84,-82,-100,-100,-100,-56,-53,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-89,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-90,-74,-100,-100,-100,-100,-100,-100,-100,-48,-47,-59,-57,-87,-85,-88,-87,-88,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-92,-92,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-90,-71,-100,-100,-100,-100,-100,-100,-100,-50,-50,-58,-57,-87,-100,-100,-87,-88,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-86,-100,-100,-85,-100,-87,-100,-73,-100,-100,-100,-100,-100,-100,-100,-50,-52,-54,-53,-100,-100,-100,-91,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-85,-85,-70,-100,-100,-100,-100,-100,-100,-100,-49,-49,-53,-53,-100,-100,-100,-91,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-85,-65,-100,-100,-100,-100,-100,-100,-100,-51,-50,-54,-100,-88,-100,-100,-88,-89,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-86,-68,-100,-100,-100,-100,-100,-100,-100,-47,-47,-56,-45,-88,-100,-100,-89,-89,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-87,-100,-89,-85,-65,-100,-100,-100,-100,-100,-100,-100,-44,-45,-54,-60,-87,-100,-100,-89,-89,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-87,-100,-85,-85,-60,-100,-100,-100,-100,-100,-100,-100,-46,-46,-56,-60,-86,-100,-100,-88,-88,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-89,-64,-100,-100,-100,-100,-100,-100,-100,-46,-45,-51,-54,-86,-100,-100,-88,-85,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-79,-79,-67,-100,-100,-100,-100,-100,-100,-100,-40,-40,-49,-41,-100,-100,-100,-87,-87,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-79,-59,-100,-100,-100,-100,-100,-100,-100,-48,-48,-45,-45,-100,-100,-100,-87,-87,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-77,-76,-53,-100,-100,-100,-100,-100,-100,-100,-36,-37,-42,-39,-100,-100,-100,-88,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-77,-84,-55,-100,-100,-100,-100,-100,-100,-100,-36,-37,-47,-39,-100,-100,-100,-88,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-81,-77,-47,-100,-100,-100,-100,-100,-100,-100,-33,-33,-36,-41,-85,-100,-87,-88,-86,3
-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-81,-79,-48,-100,-100,-100,-100,-100,-100,-100,-34,-34,-37,-40,-85,-100,-87,-88,-86,3
-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-78,-49,-100,-100,-100,-100,-100,-100,-100,-33,-32,-35,-34,-80,-100,-100,-85,-87,3
-100,-100,-87,-100,-100,-100,-100,-100,-83,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-86,-79,-100,-100,-100,-100,-100,-100,-100,-32,-31,-33,-34,-80,-100,-89,-87,-87,3
-100,-100,-100,-90,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-81,-82,-82,-44,-100,-100,-89,-100,-100,-100,-100,-42,-41,-35,-100,-100,-100,-88,-87,-87,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-91,-76,-76,-79,-61,-100,-100,-100,-100,-100,-100,-100,-41,-43,-37,-37,-100,-87,-86,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-75,-80,-65,-100,-100,-100,-100,-100,-100,-100,-33,-33,-40,-37,-100,-89,-89,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-81,-69,-100,-100,-100,-100,-100,-100,-100,-37,-40,-43,-38,-100,-89,-89,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-78,-77,-58,-100,-100,-100,-100,-100,-100,-100,-41,-42,-49,-44,-100,-89,-100,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-80,-56,-100,-100,-100,-100,-100,-100,-100,-39,-39,-48,-46,-100,-88,-100,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-79,-80,-56,-100,-100,-100,-100,-100,-100,-100,-39,-38,-52,-46,-100,-88,-100,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-80,-61,-100,-100,-100,-100,-100,-100,-100,-44,-45,-52,-50,-100,-88,-84,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-70,-71,-67,-100,-100,-100,-100,-100,-100,-100,-52,-51,-55,-50,-100,-84,-84,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-82,-74,-77,-61,-100,-100,-100,-100,-100,-100,-100,-44,-45,-55,-100,-100,-84,-84,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-100,-82,-74,-73,-70,-100,-100,-100,-100,-100,-100,-100,-44,-44,-58,-53,-100,-84,-84,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-100,-78,-72,-73,-60,-100,-100,-100,-100,-100,-100,-100,-44,-45,-55,-53,-100,-88,-86,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-100,-74,-72,-80,-52,-100,-100,-100,-100,-100,-100,-100,-47,-46,-56,-53,-100,-84,-82,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-79,-82,-100,-59,-60,-64,-68,-100,-100,-82,-100,-100,-100,-100,-67,-67,-66,-73,-100,-76,-76,-100,-100,3
-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-100,-60,-58,-55,-66,-100,-100,-88,-100,-100,-100,-100,-56,-56,-60,-63,-100,-68,-69,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-76,-81,-100,-63,-59,-60,-74,-100,-100,-87,-100,-100,-100,-100,-66,-66,-65,-71,-100,-78,-78,-100,-100,3
-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-77,-100,-59,-59,-58,-68,-100,-100,-100,-100,-100,-100,-100,-59,-59,-67,-62,-100,-70,-71,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-60,-59,-58,-75,-100,-100,-85,-100,-100,-100,-100,-68,-67,-70,-69,-100,-67,-69,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-83,-100,-59,-56,-57,-74,-100,-100,-89,-100,-100,-100,-100,-56,-55,-64,-64,-100,-80,-74,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-100,-61,-55,-54,-74,-100,-100,-85,-100,-100,-100,-100,-65,-62,-68,-70,-100,-70,-69,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-81,-78,-100,-58,-59,-59,-74,-100,-100,-100,-100,-100,-100,-100,-64,-60,-65,-65,-100,-75,-75,-100,-100,3
-100,-100,-88,-88,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-85,-100,-80,-75,-100,-57,-62,-62,-72,-100,-100,-87,-100,-100,-100,-100,-60,-63,-72,-73,-100,-73,-72,-100,-88,3
-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-74,-80,-100,-61,-56,-59,-82,-100,-100,-84,-100,-100,-100,-100,-73,-73,-79,-79,-100,-74,-73,-100,-100,1
-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-74,-83,-100,-61,-57,-63,-83,-100,-100,-84,-100,-100,-100,-100,-73,-74,-82,-79,-100,-71,-100,-91,-100,1
-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-60,-57,-57,-85,-100,-100,-84,-100,-100,-100,-100,-74,-74,-82,-78,-100,-72,-67,-91,-100,1
-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-86,-100,-100,-100,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-74,-80,-100,-61,-55,-57,-82,-100,-100,-83,-100,-100,-100,-100,-72,-71,-81,-81,-100,-72,-67,-91,-100,1
-100,-100,-80,-79,-100,-100,-100,-100,-84,-84,-100,-100,-85,-100,-100,-100,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-78,-81,-100,-61,-60,-58,-83,-100,-100,-83,-100,-100,-100,-100,-73,-75,-78,-82,-100,-67,-67,-91,-100,1
-100,-100,-80,-79,-100,-100,-100,-100,-84,-84,-100,-100,-85,-100,-100,-100,-100,-100,-91,-91,-90,-90,-100,-100,-100,-100,-100,-79,-79,-100,-57,-60,-62,-81,-100,-100,-87,-100,-100,-100,-100,-76,-73,-76,-81,-100,-72,-67,-100,-100,1
-100,-100,-80,-79,-100,-100,-100,-100,-84,-84,-100,-100,-87,-100,-100,-100,-100,-100,-91,-92,-90,-90,-100,-100,-100,-100,-100,-79,-79,-100,-58,-56,-57,-82,-100,-100,-82,-100,-100,-100,-100,-74,-73,-79,-78,-100,-69,-100,-100,-100,1
-100,-100,-80,-79,-100,-100,-100,-100,-88,-84,-100,-100,-87,-100,-100,-100,-100,-100,-100,-92,-90,-90,-100,-100,-100,-100,-100,-82,-80,-100,-57,-56,-56,-82,-100,-100,-82,-100,-100,-100,-100,-78,-77,-82,-83,-100,-68,-100,-100,-100,1
-100,-100,-82,-79,-100,-100,-100,-100,-88,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-90,-90,-100,-100,-100,-100,-100,-77,-80,-100,-59,-60,-61,-86,-100,-100,-82,-100,-100,-100,-100,-78,-76,-82,-78,-100,-65,-65,-100,-100,1
-100,-100,-82,-79,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-86,-89,-100,-100,-100,-100,-100,-81,-79,-100,-59,-60,-57,-87,-100,-100,-77,-100,-100,-100,-100,-77,-78,-85,-86,-100,-62,-65,-100,-100,1
-100,-100,-82,-79,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-100,-100,-77,-78,-100,-58,-53,-55,-86,-100,-100,-77,-100,-100,-100,-100,-81,-79,-81,-80,-100,-62,-65,-100,-100,1
-100,-100,-79,-79,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-87,-88,-100,-100,-100,-100,-100,-73,-78,-100,-57,-54,-58,-87,-100,-100,-80,-100,-100,-100,-100,-81,-81,-84,-84,-100,-61,-65,-100,-100,1
-100,-100,-79,-78,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-85,-84,-100,-100,-100,-100,-100,-69,-74,-100,-57,-54,-55,-87,-100,-100,-73,-100,-100,-100,-100,-79,-78,-84,-84,-100,-61,-61,-100,-100,1
-100,-100,-84,-83,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-90,-83,-86,-86,-100,-100,-100,-100,-100,-71,-70,-100,-54,-54,-55,-87,-100,-100,-77,-100,-100,-100,-100,-83,-82,-81,-82,-100,-62,-61,-100,-100,1
-100,-100,-84,-83,-100,-100,-100,-100,-81,-81,-100,-83,-100,-100,-100,-100,-100,-83,-90,-83,-86,-86,-76,-71,-74,-74,-100,-70,-70,-100,-53,-52,-51,-87,-100,-100,-74,-100,-100,-100,-100,-83,-83,-83,-88,-100,-61,-61,-100,-100,1
-100,-100,-81,-81,-83,-81,-100,-100,-81,-81,-100,-83,-100,-89,-80,-80,-100,-83,-87,-83,-86,-86,-76,-71,-74,-74,-100,-70,-70,-100,-48,-50,-51,-91,-100,-82,-74,-100,-100,-100,-100,-80,-80,-89,-86,-100,-61,-61,-100,-100,1
-100,-100,-81,-81,-83,-81,-100,-100,-76,-76,-100,-83,-100,-89,-80,-80,-100,-83,-83,-83,-79,-81,-76,-71,-74,-74,-100,-61,-70,-100,-55,-46,-52,-100,-100,-82,-73,-100,-100,-100,-100,-82,-82,-89,-86,-100,-60,-61,-100,-100,1
-100,-100,-81,-81,-83,-81,-100,-100,-74,-74,-100,-83,-100,-89,-80,-80,-100,-83,-79,-80,-75,-81,-76,-71,-74,-74,-100,-57,-58,-100,-43,-42,-52,-100,-100,-82,-71,-100,-100,-100,-100,-86,-100,-89,-86,-100,-57,-65,-100,-100,1
-81,-100,-76,-76,-100,-100,-80,-100,-69,-69,-74,-72,-100,-100,-72,-72,-72,-72,-100,-100,-67,-67,-50,-51,-51,-51,-100,-57,-64,-100,-44,-37,-43,-89,-100,-100,-71,-100,-100,-100,-92,-81,-83,-100,-83,-100,-56,-55,-100,-100,1
-72,-71,-69,-69,-77,-76,-71,-100,-66,-66,-76,-68,-100,-76,-70,-70,-65,-65,-74,-74,-78,-80,-66,-66,-66,-67,-100,-59,-58,-100,-41,-36,-41,-100,-100,-100,-67,-100,-100,-82,-82,-84,-82,-100,-100,-100,-52,-49,-100,-100,1
-100,-100,-94,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-60,-62,-62,-61,-100,-100,-88,-100,-100,-100,-100,-58,-57,-65,-62,-100,-72,-77,-100,-100,1
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-66,-62,-64,-74,-100,-100,-87,-100,-100,-100,-100,-73,-70,-72,-75,-100,-79,-79,-100,-100,1
